"Screen name","Full name",Location,Followers,Friends,Created,Tweets,"Last tweet",Bio,URL,"% tweets w/ URLs","% retweets in timeline","% tweets w @contacts","Social Authority","Follows @FIRDANIZA2","@FIRDANIZA2 follows"
Pojok32,"Pojok 32",,54,63,"09 Oct 2013 04:00:04","1,011","12 Sep 2020 03:42:50","Kaos, kaos, kaos dan kaos...",http://pojok32.com,0,0,0,1,,
FPKSDPRRI,"Fraksi PKS DPR RI","Jakarta Capital Region","190,886",68,"20 Nov 2009 02:53:30","43,677","05 Jul 2021 14:23:29","Official Account of Prosperous Justice Party at Indonesian Parliament |email: pksparlemen@gmail.com |Telp. 021-5723620",http://fraksi.pks.id,93,7,0,75.5,,
Yusuf_Mansur,"Yusuf Mansur","Jakarta Capital Region","2,997,583",0,"27 May 2011 00:58:34","2,850","04 Jul 2021 12:45:00","Teacher. Digital/Social Entrepreneur. Paytren.",http://www.yusufmansur.com,98.5,0,0,73.8,,
UGMBergerak,"Aliansi Mahasiswa UGM","Yogyakarta, Indonesia","8,787",60,"22 Mar 2020 20:16:35",841,"02 Jul 2021 07:35:33","Kanal Informasi dan Pergerakan Mahasiswa UGM | Berani, Kritis, Bergerak | #RevolusiPendidikan IG: https://t.co/LIZtqkrpoG",,26.6,67.7,1.6,69,,
irwanprayitno,"Irwan Prayitno","Sumatera Barat","76,043",74,"22 Apr 2010 02:07:19","6,904","04 Jul 2021 09:33:43","Gubernur Sumbar 2010-2015 & 2016-2021. Dosen UMJ, UNP, UNAND. https://t.co/nociHNpr2p https://t.co/gbXQPS1qlP https://t.co/HjkclbaQ1C",http://irwan-prayitno.com,99,1,0,41.1,,
miumipusat,MIUMI,Indonesia,"20,477",145,"07 Mar 2012 17:50:37","3,229","31 Oct 2019 08:28:45","Majelis Intelektual & Ulama Muda Indonesia | Untuk Indonesia yang Lebih Beradab",http://miumipusat.org,86.4,8.1,1.5,31,,
prabowo,"Prabowo Subianto",Indonesia,"4,559,153","1,972","17 May 2009 01:17:32","8,981","25 Apr 2021 14:18:04","Menteri Pertahanan Republik Indonesia.",http://www.FB.com/PrabowoSubianto,73.7,8.8,16.5,76.9,,
salimafillah,"Salim A. Fillah",@jogokariyan-yogya-menyemesta,"583,189","1,062","03 Sep 2010 13:09:11","50,197","04 Jul 2021 13:50:29","Pengharap ampunan Allah, pendamba syafa'at Nabi ﷺ, pencinta para shalihin. @proumedia @sahabatalaqsha @JejakNabi @JejakImani. CP: +6281328086636",https://youtube.com/salimafillahofficial/,7.5,92.5,0,63.9,,
onedayonejuz,"One Day One Juz",Indonesia,"75,447",34,"17 Oct 2013 01:58:08","20,539","30 Jun 2021 09:39:48","Official Account One Day One Juz (ODOJ) | Daftar: https://t.co/p7evdNmDHp",http://onedayonejuz.org,98,0.5,0,54.2,,
wildwestraven,"Dea Anugrah | Sudah Divaksin",Depok,"36,686","1,297","16 Dec 2009 08:02:28","23,586","03 Jul 2021 12:52:23","Penulis, editor, penerjemah. Kadang keliling dalam kota.",http://deaanugrah.medium.com,20.5,16.5,61.5,80.6,,
ManJaddaWaJadaa,"MAN JADDA WAJADA",Indonesia,"945,197",1,"30 Jun 2011 06:03:28","86,906","03 Jul 2021 09:35:52","Pemuda, Dakwah, dan Cinta. | Telegram : Officialtausiyahku",https://t.me/officialtausiyahku,52,7,0,81.4,,
felixsiauw,"Felix Siauw","member of @alfatihstudios","3,322,289",260,"21 May 2010 23:06:06","54,915","24 Jun 2021 13:00:09","penulis, pengemban dakwah, bersama yang menginginkan kebangkitan Islam, hamba yang sangat berharap diampuni Allah di hari pembalasan",http://www.felixsiauw.com,91.5,1.5,1,76.6,,
JukiHoki,"Coach Juki | Kac$ng WHO",kosan,"142,620",637,"06 Jun 2012 11:34:28","74,453","04 Jul 2021 05:15:41","Aktor Komik Indonesia | Proletariat Enthusiast | IG : @jukihoki | stream Serial Si Juki Anak Kosan di Disney+ Hotstar! | CP: management@pionicon.com",http://youtube.com/sijukihoki,25.5,40.5,10,75.5,,
incryptoH,"Crypto Wonders",,"407,702",4,"14 Jun 2009 23:48:43","2,374","03 Jul 2021 11:12:50","#BTC #Eth #TRX #VET #RSR #BNB #incryptoH DM me",,24,67.5,3.5,59.2,,
IHHen,"Humanitarian Relief",Istanbul,"30,357","1,174","06 Sep 2010 12:44:49","20,317","02 Jul 2021 08:14:23","IHH Humanitarian Relief Foundation. Türkçe: @ihhinsaniyardim - العربية: @IHHar. Instagram: https://t.co/ZVa8Dm2BDe",http://www.ihh.org.tr/en,85.5,9.5,0.5,76.4,,
VoiceUyghur,"Voice of Uyghurs","East Turkistan","13,946","8,325","03 Nov 2014 16:30:29","22,193","07 Jun 2021 09:51:29","#Uyghur's are Turkish speaking ethnic nation in East Turkistan https://t.co/Z2dMfIo7PR",http://write.ourvoicematter.com,0.5,99.5,0,61.2,,
yufid,Yufid,Indonesia,"104,173",22,"24 Dec 2009 07:46:10","24,281","02 Jul 2021 09:22:00","Donasi Dakwah Yufid: Bank Syariah Indonesia (BSI): 7086.882.242 a.n. YAYASAN YUFID NETWORK Klik: https://t.co/BI7mSPou1u",http://yufid.org,99.5,0,0,57.8,,
salamdakwah,salamdakwah,"Jakarta - Indonesia","123,413",14,"20 Jul 2011 02:21:15","20,440","30 Jun 2021 02:49:15","Mengikuti Al-Quran dan as-Sunnah dengan pemahaman para sahabat",http://www.salamdakwah.com,81,11.5,0.5,62.5,,
karniilyas,"Karni ilyas",,"3,099,003",32,"26 May 2010 19:59:19","25,130","03 Jul 2021 11:33:34","President ILC. Akun ini hanya saya gunakan utk media silaturahmi. Syukur bisa berbagi informasi & pengetahuan. Bukan utk debat, apalagi konflik.",,1.5,98,0.5,96.4,,"01 Jul 2021"
Bersama_Sunnah,"Bersama Sunnah","Dunia Yang Hanya Sementara","39,912",59,"12 Jun 2012 05:31:19","7,078","24 Sep 2018 13:46:07","Fainna ashdaqal hadits Kitabullah wa khoiral hadyi hadyu Rasulullah, wa kullu muhdatsatin bid'ah wa kullu bid'atin dholalah wa kullu dholalatin fin nar",,43,53,0.5,35.3,,
dirgarambe,"Dirga Sakti Rambe",Indonesia,"83,735",308,"13 Jul 2009 17:59:14","90,556","01 Jul 2021 00:24:10","Vaccine advocate. Internist. Opinions are my own. 🏠 Founder @imuni_id 🏥 Omni Hospital Pulomas",https://www.omni-hospitals.com/dr-dirga-sakti-rambe/pulomas,36.5,1.5,81,78.7,,
TeladanRasul,"Teladan Rasul",Indonesia,"2,795,371","159,426","08 Nov 2010 02:25:48","150,563","03 Jul 2021 14:00:07","Mari berusaha mencintai&meneladani Rasulullah shallallahu 'alaihi wasallam",https://instagram.com/teladan.rasul,97,3,0,84.2,,
TheVoiceKashmir,"The Voice Kashmir",#Kashmir,"12,838","10,942","20 Dec 2014 15:14:40","45,062","02 Jul 2021 15:06:39","“If there is a heaven on earth, it is here, it is here, it is here.” #FreeKashmir #Kashmir A voice by @OurVoiceMatterz https://fb.me/TheVoiceKashmir 🍁",http://write.ourvoicematter.com,2.5,97,0,60,,
IndraJPiliang,"#TerataiAIRLANGGA🕊️🕊️","Bumi Aksara, Semesta Selatan ☯","269,034","1,981","02 Jan 2010 06:32:36","228,832","30 Jun 2021 15:31:14","Pengintai Malam ⚛ Penyair Gelap💦Penyenandung Gerimis 💢Ketua Umum Perhimpunan Sang Gerilyawan Nusantara 2018 - 2022....",http://www.ogerilya.com,63.3,31.2,2,58.2,,
h_elshirazy,"Kang Abik","Bumi Cinta","438,889","1,126","30 Sep 2011 11:25:36","28,564","17 Jan 2021 14:02:52","Novelis Indonesia, Alumnus Al Azhar University Cairo, Penulis Ayat Ayat Cinta, Ketika Cinta Bertasbih, Bumi Cinta, dll. (Call : +628174151861)",,38.5,50,9.9,61.6,,
aagym,"Abdullah Gymnastiar","Bandung, Indonesia","3,579,884",8,"13 Jun 2010 11:32:21","15,498","03 Jul 2021 22:09:56","Kepada Alloh Pencipta kita bertauhid. Kepada ciptaan-Nya kita Rahmatan Lil'alamin https://t.co/EArueilI6t",http://Instagram.com/aagym/,100,0,0,75.3,,"01 Jul 2021"
qgeners,"Qur'anic Generation","Tebet, Jakarta-Selatan","12,544",369,"25 Jun 2012 08:14:26","4,370","11 Oct 2017 12:09:10","setiap sabat (sabtu) kelas kajian Qur'an di tebet utara 1/40 Jaksel & Pusdai Bdg #Free sob!",http://www.quranicgeneration.com,99.5,0.5,0,12.6,,
sahabatalaqsha,"Sahabat Al-Aqsha","Yogyakarta, Indonesia","195,730",361,"17 Jul 2009 22:58:32","41,467","02 Jul 2021 04:42:18","Sejak 2007 | Keluarga Pembebas Baitul Maqdis | Kunjungi kami di Jl Jogokariyan 41 | Hubungi kami dan Infaq klik https://t.co/NKctaYRE3K",http://www.sahabatalaqsha.com,87.5,10.5,1.5,78.1,,
aburizalbakrie,"Aburizal Bakrie",Indonesia,"970,771",538,"25 Nov 2010 03:24:19","7,530","02 Jul 2021 09:56:40","Ketua Dewan Pembina DPP Partai Golkar",http://aburizalbakrie.id,18,81,0,57.9,,
Ust_Albughury,"Subki Albughury",,171,15,"30 Jun 2015 18:27:29",7,"12 Aug 2015 03:36:51","official twitter Ust.Subki Al-bughury",http://subkialbughury.com,0,0,0,1,,
kawanFH,"Fahri Hamzah News",,"22,293",218,"06 Jan 2010 21:51:58","10,144","14 Jun 2021 15:55:18","Kabar kegiatan & opini @fahrihamzah dalam berita, grafis, audio & video. Dioperasikan tim. IG https://t.co/uuyyuOrbOA |Youtube https://t.co/0wY6Wu7nUn…",http://fahrihamzah.com,73.1,26.3,18.3,42.2,,
1001malamdotcom,1001malam,"Kota Surabaya, Jawa Timur","75,710","24,440","19 Nov 2011 11:31:17","22,890","14 Nov 2019 03:19:02","We are selling hotel voucher for all hotel in Indonesia & all around the world. Cheapest rate ever!! Email: cs@1001malam.com WA: +62 821 3970 3836",http://www.1001malam.com,100,0,0,15.9,,
hattarajasa,"Hatta Rajasa","DKI Jacarta, Indonésia","1,750,245",85,"17 Jun 2010 16:44:40","2,070","13 May 2021 03:25:38",,,36.3,18.1,14,55.1,,
sahabatsuriah,"Sahabat Suriah",,"27,833",108,"28 Sep 2012 02:56:46","8,007","17 Oct 2020 13:25:24","Sejak 2012 | Jaringan Silaturrahim Keluarga Indonesia-Suriah | Jl. Jogokariyan No. 41, Yogyakarta | Donasi Klik: https://t.co/KXw5BtwYkI",http://sahabatsuriah.com,66.7,28.8,1.5,44.2,,
fahiraidris,"Fahira Idris DPD RI","DKI Jakarta","613,040","27,904","24 Aug 2009 02:34:41","239,278","05 Jul 2021 15:40:17","Anggota @DPDRI Dapil Prov DKI Jakarta - Ketum Gerakan Nasional @AntiMiras_ID ☆ Ketum @BangJaparFI ❤ WA 0818430086 Email fahiraidris.dpd@gmail.com",https://simpellink.com/fahiraidris.se.mh,45,45.5,11.5,77.3,,
bachtiarnasir,"Bachtiar Nasir","Jakarta, Indonesia.","327,978",27,"08 Dec 2010 05:09:14","2,911","02 Jun 2021 02:50:17","📚Penikmat Tadabbur 🔗Melanjutkan Silaturrahim ♻️AQL_NETWORK. 📌Twit yang bersifat pribadi ditandai #UBN",https://www.youtube.com/abualkhalifah,89.5,0,0.5,70.8,,
GNPF_MUI,"Bela Islam","Jakarta Capital Region","9,447",29,"30 Oct 2016 15:43:56",21,"27 Nov 2016 16:22:09",,,95.2,0,4.8,33.6,,
anismatta,"Anis Matta",Indonesia,"944,821",461,"29 Jan 2010 12:10:16","11,641","03 Jul 2021 12:25:01","Senyum penuh gelora terkembang untuk Indonesia",http://www.anismatta.net/,70.5,21,0.5,60.6,,
Yusrilihza_Mhd,"Yusril Ihza Mahendra","email: yusril@ihzamahendra.com","2,197,684","1,193","12 Dec 2011 07:06:29","45,553","03 Jul 2021 02:04:57","Advokat, Anggota DPR/MPR RI (1999), Menteri Kehakiman dan HAM RI (1999-2004), Menteri Sekretaris Negara RI (2004-2007), Guru Besar Hukum Tata Negara (1997)",,98,0,0.5,66,,
kispa_klub,KISPA,Jakarta,"1,427",99,"23 Jul 2010 09:41:24","2,047","19 May 2019 02:10:25","Akun Resmi Komite Indonesia Untuk Solidaritas Palestina | Infaq Palestina : Bank Muamalat 311.000.4427 an. Nurdin QQ. KISPA | Email: humas.kispa@gmail.com",http://www.kispa.org,0,0,0,10.4,,
jakartatoday_id,JakartaToday.id,"Región de Yakarta, Indonesia","9,241",18,"28 Nov 2012 14:32:57","38,333","22 Jun 2021 13:19:15",,https://www.jakartatoday.id/,100,0,0,17.2,,
fadlizon,"FADLI ZON (Youtube: Fadli Zon Official)",Indonesia,"1,654,663","1,437","02 Oct 2009 09:29:45","70,217","05 Jul 2021 03:35:43","Jubir Rakyat - MP @DPR_RI ▪ Vice President @GOPAC_ENG ▪ @Gerindra ▪Ketum @HKTI ▪Founder @FadliZonLibrary ▪Ketum SNKI ▪Ketum @IKMDpp▪ Ketum HSBI",https://m.youtube.com/c/fadlizonofficial,85.5,9,0,84.5,,
tabloidalhikmah,"Tabloid Alhikmah",Indonesia,"2,716","1,068","16 Dec 2010 02:38:36","6,508","15 Jun 2021 02:00:22","Inspirasi untuk Setiap Generasi",,98,0.5,0,41.3,,
Bela_AlQuds,"Bela Al Quds",MONAS,"13,373",56,"01 Nov 2016 14:11:56",925,"23 Jun 2021 11:45:54","Info Center +6281295907373 | Fb : BelaAlQuds •IG : @bela.alquds •IG : @belaalquds •Tiktok : bela.alquds •Twitter : @Bela_AlQuds",http://fb.me/BelaAlQuds,82.5,3,2.5,36.1,,
aniesbaswedan,"Anies Baswedan | Sudah #VaksinDulu",Indonesia,"4,236,791",385,"01 Feb 2010 03:23:45","13,475","04 Jul 2021 13:16:29","Akun resmi Anies Baswedan, dikelola oleh tim, kicauan pribadi ditandai - ABW. . Governor of @DKIJakarta.",https://corona.jakarta.go.id/vaksinasi,49,51,0,86.7,,"01 Jul 2021"
fadlannuuwaar,"Fadlan R Garamatan","Nuu Waar, Irian Jaya","85,245",124,"18 Dec 2011 16:15:16","8,197","03 Jul 2021 06:26:10","Dai Pedalaman Nuu Waar, Irian Jaya. Presiden Al-Fatih Kaaffah Nusantara (AFKN).",http://afkn.nuuwaar.com,70.5,0,16,72.1,,
spiritofaqsa,"Spirit of Aqsa","Tebet, Indonesia","2,528",157,"27 Jul 2010 09:40:09","4,498","28 Jun 2021 14:10:03","Qurbanku di Palestina |#KabarAQSA Corner of The Islamic World Information About Spirit of Aqsa : Link WA : https://t.co/ODZ8I8b8XB",http://www.spiritofaqsa.or.id,99,0,0,43.6,,
VoiceRohingya,"Voice of Rohingya",Arakan,"24,387","20,932","16 Mar 2013 17:00:07","73,536","17 Jun 2021 16:39:23","Voice of #Rohingya to #RohingyasCitizenship #Arakan Muslims #Birmanie #الروهنغيا #أراكان via @ourvoicematterz https://t.co/Pz6D0qNa0Y",http://write.ourvoicematter.com/,0.5,99,0.5,70.4,,
tifsembiring,"Tifatul Sembiring",Indonesia,"1,700,127","2,052","20 Oct 2009 15:43:50","40,674","05 Jul 2021 08:10:19","Anggota DPR 2019 - 2024 | Manusia seutuhnya, ayah, suami | Member of Parliament | Tifatul Sembiring on Twitter.",http://www.facebook.com/tifatul.sembiring,48.5,0,76,84.7,,
Akhlak_Nabi_SAW,"Akhlak Nabi SAW",,"308,185",0,"10 Jan 2011 09:41:58","5,125","12 May 2021 09:54:03","Dan sesungguhnya engkau (Muhammad) benar-benar berbudi pekerti (ahlak) yang agung (QS.al-Qalam:4) in 140 chars, mhn maaf krn no reply, smg bermanfaat Wass..",,32,0,0,51.9,,
fahrivoice,"IG: fahrivoice","Jakarta Capital Region","5,609",86,"21 Feb 2018 05:01:54","14,595","02 Jul 2021 09:16:47","Fahri Voice adalah komunitas yang mendukung dan mengawal gagasan Fahri Hamzah untuk Indonesia yang lebih baik #FahR1 #FahR1Voice admin@fahrivoice.com",http://fahrivoice.com,0.5,99.5,0,54.3,,
muslimorid,Muslim.or.id,Yogyakarta,"203,988",85,"21 Feb 2010 18:20:16","19,452","03 Jul 2021 10:15:51","Memurnikan Aqidah Menebarkan Sunnah",https://muslim.or.id,72.5,4.5,5,72.4,,
RamliRizal,"Dr. Rizal Ramli",,"796,257",66,"02 Jan 2012 13:22:40","35,803","04 Jul 2021 13:36:10","Yatim Piatu sejak 6 tahun. Sejak muda, berjuang utk keadilan & kemakmuran rakyat, didalam maupun luar sistim. Pro-Growth, Pro-Job & Pro-Poor.",http://rizalramli.com,18.5,81.5,0,89.5,,
marifinilham,"Ust Muh Arifin Ilham","Depok - Bogor","1,663,056",2,"24 Aug 2010 12:21:14","3,349","20 Mar 2019 06:15:05","Dakwah dan Dzikir",http://facebook.com/khmuhammadarifinilham,100,0,0,58.2,,
UB_CintaSunnah,"AbuYahya BadruSalam",,"86,569",151,"21 Mar 2013 12:47:26","4,030","22 Jun 2021 23:05:10",Bismillah..,http://www.cintasunnah.com/,82,11,3,64.1,,
salimsegaf,"Salim Segaf al Jufri",Jakarta,"264,135",120,"21 Oct 2009 04:18:56","2,666","30 Jun 2021 10:37:21","Ketua Majelis Syura PK Sejahtera | Chairman of Syura Council | Prosperous and Justice Party",http://www.pks.id,80.5,6.5,0.5,49.3,,
QURANdanSUNNAH,"ig: @QURAN.dan.SUNNAH",Indonesia,"2,396,400",8,"05 Feb 2011 18:18:53","16,059","30 Jun 2021 02:15:51","Jagalah shalatmu, ketika kau kehilangannya maka kau telah kehilangan segalanya. [Sayyidina Umar bin Khattab radhiallahu anhu]",http://www.instagram.com/QURAN.dan.SUNNAH,89.5,2,0,72.4,,
katafahrihamzah,"Kata Fahri Hamzah",Indonesia,"5,653",4,"22 Jul 2018 13:58:55",451,"28 May 2020 11:20:08","Unofficial • Kumpulan picquote dari twit Abangda @Fahrihamzah • Foto dari berbagai sumber • Twitter-Instagram-Telegram @katafahrihamzah • #katafahrihamzah",,77.9,22.1,0,30.1,,
Fahrihamzah,#FahriHamzah2021,Jakarta,"1,446,724","2,079","08 Mar 2010 04:11:22","73,845","05 Jul 2021 22:24:35","Indonesian Politician, 1998 Member of The Assembly (MPR), 2004-2014 The House (DPR), 2014-2019 Speaker of The House💡akun dipegang sendiri untuk silaturahim💡.",http://fahrihamzah.com,73.5,0,0,79.1,,
anadoluajansi,"ANADOLU AJANSI",Türkiye,"3,195,086",29,"12 Jan 2012 08:28:47","425,789","05 Jul 2021 13:36:29","Anadolu Ajansı'ndan haber, analiz, fotoğraf ve videolar. Son dakika için @AACanli hesabımızı takip edin. Podcast: @aasesli Eng: @anadoluagency Ar: @aa_arabic",http://www.aa.com.tr,81.5,18.5,0,87.5,,
aheryawan,"Ahmad Heryawan","Jawa Barat","813,630",876,"28 Aug 2010 00:41:01","23,555","03 Jul 2021 10:48:44","Ingin masuk dalam sabda Rasulullah SAW: Sebaik-baik kalian adalah orang yg paling banyak memberi manfaat bagi orang lain",http://www.aheryawan.com,32.7,64.3,4,71,,
SBYudhoyono,"S. B. Yudhoyono",,"10,215,008",123,"27 Mar 2013 10:31:49","4,899","26 Apr 2021 02:44:59","Akun Resmi Presiden Ke-6 RI (2004-2014) Susilo Bambang Yudhoyono. Dikelola oleh Staf Pribadi. Twit dari Susilo Bambang Yudhoyono ditandai *SBY*",,50.5,10.5,0.5,75.3,,
suswono,Suswono,Indonesia,"40,216",25,"21 Oct 2009 04:39:41",911,"24 Oct 2018 06:38:00","MPP PKS | Berkhidmat untuk Rakyat saat ini dan seterusnya",https://facebook.com/kajisuswono/,66.5,23.4,2.5,27.2,,
ruqyahindonesia,"Ruqyah Indonesia",Indonesia,"70,720",160,"28 Mar 2011 10:47:41","3,672","24 Mar 2017 00:09:11","Kamus Ruqyah Indonesia",http://www.ruqyah-indonesia.com,20.5,1.6,14.6,35.2,,
BERKARYA_NET,"BERKARYA NETWORK 🛰️","DKI Jakarta, Indonesia","25,682","3,767","10 Apr 2019 18:12:31","17,138","03 Jul 2021 14:15:32","Min & Mon | INTEL ORBA | Cemara 23 - 25 Menteng, Jakpus | Akun Ke - 4 | Pengganti @Berkarya_Info | LP3M",,21,40,40,83.4,,
AQLIslamiCenter,"AQL Islamic Center","Jakarta, Indonesia","49,872",305,"12 Apr 2010 02:08:56","16,124","03 Jul 2021 09:06:05","Berupaya bersama-sama mendapatkan dan menyebarkan rahmat Allah dengan berkhidmat dan meninggikan Al-Qur’an dan Sunnah",http://www.aqlislamiccenter.com,97,3,0,47.3,,
Kons_Syariah,"Konsultasi Syariah",,"53,218",12,"13 Feb 2012 07:41:15","4,453","26 Jul 2019 06:43:31","Kumpulan Tanya Jawab Pendidikan Islam dan Keluarga. web: https://t.co/ZUD6uWPa7v FB: https://t.co/0CVzEiDp7x",http://konsultasisyariah.com,100,0,0,39.9,,
