"Screen name","Full name",Location,Followers,Friends,Created,Tweets,"Last tweet",Bio,URL,"% tweets w/ URLs","% retweets in timeline","% tweets w @contacts","Social Authority","Follows @FIRDANIZA2","@FIRDANIZA2 follows"
bagusanakwage,"bagus anak wage",,432,257,"11 Dec 2009 13:57:08","4,775","10 Jun 2021 04:33:57",,,0,0,0,22.4,,
anandabadudu,anandabadudu,,"88,636","1,466","21 Feb 2010 18:41:53","7,431","03 Jul 2021 14:05:44","multidisclipinary storyteller | TEMPO (2010-2015) | Vice Indo (2017-2018) | Banda Neira (2012-2016) | upcoming solo album July 2021| cp: Bimo 081808089121",,25.4,35.5,32,74.4,,
BonnieTriyana,"Bonnie Triyana","Di sini pada masa yang lalu","67,191","2,018","05 May 2010 16:07:30","82,998","03 Jul 2021 00:05:58","Sejarawan. Pemimpin redaksi @historia_id. Kurator tamu di @Rijksmuseum, Amsterdam. Pegiat @multatulimuseum. Cuitan bersifat pribadi.",http://www.historia.id,13.5,51,38,79.2,,
JJRizal,"JJ Rizal","Depok, Indonesia","122,443","1,014","09 Aug 2010 07:48:17","75,727","04 Jul 2021 12:14:12","peminat sejarah, pekerja buku di @KomunitasBambu tukang kluyuran di IG @jalanjalanrizal",http://www.komunitasbambu.id,40.5,57,2.5,76.1,,
sefkelik,"yosef kelik","Yogyakarta, Indonesia","19,404","1,035","02 Nov 2010 13:27:28","35,331","03 Jul 2021 14:09:02","♤ cuma staf museum ♡ belajar menghayati ''bhinneka tunggal ika, tan hana dharma mangrwa'' ◇ milanista garis zigzag ♧ meracik nama bayi & jenama di @astunamisae",,49,24.5,43,71.3,,
shitegoblin,"kusnan kusnanu fungpu subur alias ki ireng","Békasiki, Cameroon","51,426",739,"17 Mar 2011 05:11:15","82,141","03 Jul 2021 12:47:58","sepiring berdua suffering berdua",,32.5,1,69.5,80.1,,
424jt,"bar 🏄🏼‍♂️","daerah kewanitaan","1,519",238,"03 Jun 2011 12:03:56","11,205","04 Jul 2021 05:44:42","anumu mas/mbak",,0,0,0,57.4,,
XtremeMerch,"IG @XtremeMerch","Jalan Batas 2 (masuk belok kiri) Kalisari, Cijantung - Jaktim","82,251","83,315","14 Dec 2011 10:55:44","177,427","02 Jul 2021 14:21:32","Extreme Merchandise For Extreme People▫Whatsapp : 081 310 877 341 ▪️Our store open everyday 10 AM - 8 PM (Drive Thru)",https://wa.me/6281310877341?text=,13.6,80.3,6.1,69.4,,
bebetclaluceria,bebetsocute,"padepokan kimcil racing,ostria","61,314",757,"15 Apr 2012 08:54:14","48,029","02 Jul 2021 14:27:51","My dream adalah mimpiku|Seleb whatsapp|ig:instagram",,10.5,4,84,65.2,,
cozylittlehoe,"jo Ⓐ",,626,380,"14 Sep 2012 13:53:29","32,221","30 Jun 2021 14:48:56","you’re gonna have to see through my perspective",,0,0,0,62.1,,
willdahamid,"Wilda Hamid",Bali-Jakarta,"4,098",296,"01 Jan 2013 15:02:36","8,835","03 Jul 2021 13:01:45","Your sunflower-Your flyinglady",,37.9,35.9,33.3,57.5,,
swastiacintya,e-aristokratwadon,Yogyakarta,"10,505",609,"28 Jun 2013 16:15:06","46,367","03 Jul 2021 14:16:30","twitizen yg sering kepencet 🙏",http://instagram.com/jeng.ancis,10,20,59,57.5,,
mojokdotco,Mojok.co,redaksi@mojok.co,"233,668",480,"14 Mar 2014 09:44:19","103,663","03 Jul 2021 14:02:07","Akun resmi https://t.co/MkSHY4IylK, media santai yang membahas isu-isu sosial, politik, agama, dan budaya pop.",https://linktr.ee/mjk.co,92,0.5,4,76.4,,
Okirenggaa,"Oki timing",,"6,950",592,"18 Feb 2015 05:42:37","10,632","03 Jul 2021 19:30:48",,,26.5,4.5,58,57.2,,
jayapuraupdate,"Timur Matahari",,"41,394","1,368","01 Sep 2016 21:30:42","25,926","03 Jul 2021 12:43:45","bicara sama anjing saya menggongong.. sama burung saya bernyanyi.. apa adanya semua tentang Papua",,53.3,12.6,30.7,68.7,,
eradotid,"Era Indonesia","Jakarta Capital Region","9,627",161,"31 Aug 2017 12:13:25","41,592","04 Jul 2021 03:00:59","Cara Beda Nikmati Berita | #KidsEraNow | Instagram: @Eradotid | Facebook: https://www.facebook.com/eradotid/ | Youtube : http://bit.ly/2BS7Hkn TikTok: @eradotid",http://www.era.id/,99.5,0,0,67.7,,
catsedih,"ᓚᘏᗢ",chasedih@gmail.com,"80,351",506,"13 Jul 2018 17:07:49","28,589","03 Jul 2021 12:21:44","akun kecil-kecilan tapi gede juga",http://Instagram.com/catsedih,13,7.5,76.5,83.4,,
therebelocean,"Aa’",Lhokseumawe,"1,437",377,"05 Dec 2018 15:26:30","14,760","03 Jul 2021 12:53:15","don’t 🥺 me",,0,0,0,55.8,,
lilaccountz,"miw.🇵🇸","Jakarta Selatan, DKI Jakarta","25,502",746,"26 Mar 2019 17:10:14","52,014","04 Jul 2021 15:12:16","Akun suka suka, hasil dr otak random. Mahasiswi 🙆🏻‍♀️ ig : lilaccountz. First podcast : https://open.spotify.com/episode/1ur7mOl56HZmg3YaWcclWo?si=yu0y9YI",https://lilacccountz.blogspot.com,26,5,67,81,,
rarawr___,"Drawing ur future",,"12,431",614,"23 Jul 2019 09:49:53","40,032","03 Jul 2021 14:19:22","AKUN DAKWAH SINGKAT.",,20.5,0,65.5,56.7,,
rimarican08,"Cimot🐣",,650,292,"11 Jan 2020 17:40:36","4,164","04 Jul 2021 01:31:07","lah bukannya kemaren janji?",,0,0,0,48.5,,
amanbrug,amanda,ind,"63,390",890,"13 May 2020 12:38:27","17,755","03 Jul 2021 13:58:51","ig: amandamareth 🌭",https://open.spotify.com/playlist/1nOX8vKQ1BMjH4UK2KPSKJ?si=jPritQVLRC6BX0p8m-QY5Q&dl_branch=1,24.2,18.2,36.4,80.5,,
Sinemargh,"Mandra Fan Acc™",,"1,992",561,"25 Jan 2021 22:40:29","10,963","04 Jul 2021 11:50:59","sesuai aplikasi.",https://letterboxd.com/Kesborrr,0,0,0,54.8,,
rarasekar,hara,Indonesia,"67,262","1,233","25 Oct 2007 18:00:47","29,910","02 Jul 2021 15:08:22","Researcher-educator | Host of #BenangMerahPodcast | Singer-Songwriter | My debut EP ‘Kenduri’ OUT NOW! 🌱 Stream/download in the link ⬇️",https://linktr.ee/musikhara,27.1,13.1,60.8,76.6,,
kompascom,Kompas.com,Jakarta,"8,173,667",25,"08 Mar 2009 19:32:04","1,905,530","04 Jul 2021 13:35:11","Jernih Melihat Dunia",http://www.kompas.com,100,0,0,83.7,,"01 Jul 2021"
agannyi,"Lia Ganni","Jakarta Capital Region","57,284",558,"05 May 2009 06:17:54","52,476","03 Jul 2021 12:23:32","Mama of Momomaru 💜// Business inquiries: ckoakbar@gmail.com 081808189910 (Nicko)",http://tokopedia.com/momomaru,17.1,37.7,27.1,74.4,,
yoeskenawas,"Yoes C. Kenawas","ÜT: -6.275767,106.804383","4,687","3,262","22 Jun 2009 04:19:33","44,674","03 Jul 2021 10:59:34","Grad Student @PoliSciatNU; Writes about #dynasticpolitics and #democracy in #Indonesia - #SoutheastAsia. Tweeting in Bahasa Indonesia and broken English.",http://www.kenawas.info,27.6,51.3,22.6,60.8,,
Cittairlanie,"Cania Citta","📩 cittairlanie@gmail.com","136,326",786,"02 Aug 2009 03:59:12","28,812","03 Jul 2021 22:45:34","Promoting the use of scientific reasoning in everyday life | Can/Kan | Threads: #Caniaksara | Not here to be the smartest in the room. Feel free to educate me😊",https://linktr.ee/Cittairlanie,36,14.5,72,76.2,,
BehemothBand,Behemoth,Poland,"362,294",40,"06 Sep 2009 00:04:12","2,705","01 Jul 2021 15:00:01",,https://behemothofficial.store/,62.5,32,6.5,66.6,,
belindch,"Sukseskan Vaksinasi 💉","Di timelinemu","14,562",553,"20 Oct 2009 13:16:14","232,720","04 Jul 2021 15:22:17","Silently judging your teeth",https://www.instagram.com/belindch/?hl=id,18.5,25.5,56,70.4,,
damprad,damon,|||,"3,949","2,535","30 Dec 2009 08:01:57","149,093","04 Jul 2021 14:30:30","maaf, ada kesehatan yang harus aku jaga",http://damprad.com,8,0.5,83.5,63,,
ndagels,"Mas Adem",Proliman,"22,585",337,"16 Mar 2010 06:57:25","10,649","03 Jul 2021 11:03:01","Loss ra urusan",,54,15,34.5,83.6,,
Puthutea,"Puthut EA",Yogyakarta,"89,376","2,029","09 Jun 2010 00:34:09","87,785","03 Jul 2021 09:24:17","Anak kesayangan Tuhan. IG: @puthutea",http://www.puthutea.com,44,0.5,29,81.2,,
haris_azhar,"Jogging bukan joget",Jakarta,"251,400","2,150","31 Aug 2010 04:11:25","8,166","23 Apr 2021 06:19:21","Founder of Lokataru Indonesia, CEO- https://t.co/q4w32mLyhc, passionate to Law & Human Rights, Teaching in Trisakti University & Jentera Law School; advisor to ",http://www.lokataru.id,24.5,66,1,73.8,,
Hilmi_ak,Hilmi,,"49,738",567,"31 Dec 2010 03:03:40","14,962","03 Jul 2021 13:54:20","A man who loves comedy & psychology | podcast ngeluh | hilmial12@gmail.com | https://t.co/7PBqCvhZZp",https://youtu.be/6Glr1dc2IuA,8,11.5,54,58.9,,
alimaruv,"Mohammad Ali Ma'ruf","Yogyakarta, Indonesia","13,866",797,"07 Apr 2011 06:34:23","60,983","04 Jul 2021 15:50:41","✨🌙✨",http://mojok.co,11,5,67,80.5,,
bacotbgtsumpa,"buah buahan",,"61,671","2,398","21 Aug 2011 23:08:19","68,459","02 Jul 2021 16:24:43","✉️ : stevaniernn@gmail.com",http://instagram.com/valencia.st,5,7.5,75.5,66.7,,
unicorn_tall,awler,Jakarta,"3,943",385,"02 Feb 2012 10:33:58","20,294","01 Jan 1970 00:00:00","main kl gabuttt aja",http://instagram.com/aureliaadyah,13.2,26.9,47.7,38.3,,
elwa,"Zulika Citraning","Jakarta, Indonesia","158,468","1,225","09 Jun 2012 19:32:48","80,087","03 Jul 2021 11:30:54","in me the tiger sniffs the rose • https://t.co/9yj4tTf8Mc • https://t.co/MdDhHS47nE • https://t.co/Rt0yp7z8gc",http://zcitraning.wordpress.com/,29.1,5.5,57.8,76.4,,
lovidinar,Lov,Indonesia,"121,929",601,"10 Oct 2012 08:34:03","25,161","02 Jul 2021 10:46:04","📩 DM / lovidinar@gmail.com 087864776040 (rai) | https://t.co/hWxq0ahsqj | Author #BukuKBYPR (2020) #PerempuanDalamPelukan (2021)",https://linktr.ee/Lovidinar,5,1.5,90,77.7,,
ciloqciliq,Kila.,Kos,"341,443",746,"04 Mar 2013 10:39:27","63,650","03 Jul 2021 12:42:19","111 • 081385367948(whinanta)/ kontakwhinanta@gmail.com (subject: to ciloq)",,3,0.5,90,90.1,,
babycinta_,Cintakuu,"Yogyakarta, Indonesia","128,640",387,"18 Sep 2013 12:55:35","101,584","04 Jul 2021 13:16:25","𝐈'𝐦 𝐣𝐮𝐬𝐭 𝐚𝐧 𝐨𝐫𝐝𝐢𝐧𝐚𝐫𝐲 𝐠𝐢𝐫𝐥, 𝐭𝐡𝐞𝐧 𝐰𝐡𝐚𝐭 𝐚𝐫𝐞 𝐲𝐨𝐮 𝐥𝐨𝐨𝐤𝐢𝐧𝐠 𝐟𝐨𝐫 𝐟𝐫𝐨𝐦 𝐦𝐞 🌻",http://instagram.com/cintafebta,5,1.5,89.5,72.5,,
Ustadz_Ahong,"Ustadz Ahong",Depok,"8,896",326,"24 May 2014 16:19:35","1,588","03 Jul 2021 05:01:48","Pimred https://t.co/XkpzhlcDmE | Ngevlog di YouTube Ustadz Ahong | Ngelapak di @zeralve | Follow https://t.co/k6EQA8CouW",https://linktr.ee/ZeralveStore,72,2,31,68,,
Wariman_,Wariman,,"88,596","2,732","10 Oct 2015 11:17:38","9,414","01 Jul 2021 20:22:42","losing all hope is freedom.",,45.2,4.5,50.3,69,,
VeronicaKoman,"Veronica Koman 許愛茜","Indonesia, Australia","113,086",695,"03 Jan 2017 15:36:41","11,036","03 Jul 2021 06:29:16","human rights lawyer in exile | she/her/hers",,56.5,21,16.5,81.2,,
dreamsea_mss,DREAMSEA,,"1,740",229,"14 Dec 2017 09:13:31",713,"18 Jun 2021 06:52:18","PPIM - CSMC | Digitising Manuscripts-Safeguarding Cultural Diversity | #SaveOurManuscripts",http://www.dreamsea.co,0,0,0,36.8,,
febridiansyah,"Febri Diansyah",Indonesia,"101,633","1,133","08 Sep 2018 14:48:13","7,455","03 Jul 2021 14:59:23","Pegiat Antikorupsi | Advokat | VISI INTEGRITAS Law Office",,44,2.5,57.5,86.7,,
hanarizs,"Hana Riza","Bandung, Indonesia","26,290",632,"12 Jan 2019 11:37:23","19,908","02 Jul 2021 14:42:29","The important thing is not to stop questioning",,0,0,0,64.5,,
bebaskanbuku,"Bebaskan Buku!","-6.290207,106.908602","15,858",27,"07 May 2019 15:09:54","4,060","12 Jun 2021 13:01:10","🏴‍☠️",http://bit.ly/bebaskanbuku,57,24.5,11,53.8,,
qwertyping,horror(t)hread!,"Jawa Barat, Indonesia","9,502",192,"02 Sep 2019 08:48:47","9,278","03 Jul 2021 10:31:29","Typing to give you a horror thread | Business inquiries: 📩 info.qwertyping@gmail.com | https://t.co/lnHu2UdZt0 | Youtube chanel👇",https://www.youtube.com/channel/UCHfACtVHBeTHho4yMOrwb8w,68.5,2,20.5,50.6,,
ibunyamozaa,PawangKhoceng,"Jawa Tengah, Indonesia",855,28,"24 Mar 2020 11:28:51","5,070","02 Jul 2021 02:11:03","y udh.",http://instagram.com/fairlyfabiola30_,0,0,0,46.2,,
misfeast,rel,"Malang Kotaku juga Nasibku","2,094",667,"16 Jul 2020 02:19:22","11,696","03 Jul 2021 00:48:01","akun untuk bersedih-sedih :(",,0,0,0,46.9,,
CNNIndonesia,"CNN Indonesia",,"1,887,460",21,"03 Nov 2008 11:13:25","528,814","04 Jul 2021 15:24:27","News We Can Trust. redaksi@cnnindonesia.com | marcomm@cnnindonesia.com | Download app: http://cnn.id/iphone & http://cnn.id/android",http://cnnindonesia.com,99.5,0.5,0,89.3,,"01 Jul 2021"
zahraamalias,"Zahra Amalia","Chicago, IL","14,471",404,"07 Apr 2009 06:41:42","17,365","03 Jul 2021 14:13:07","PhD Student in Sociology @UCSanDiego • Social movement strategy & repertoire, social class, welfare politics, poverty & development.",,42.5,5,84,83.2,,
adisasoedarso,disa,nomaden,"1,626",951,"25 May 2009 02:44:47","64,218","01 Jan 1970 00:00:00","#DietKantongPlastik | @putraputribatik | @missscubaindo | #lesswaste | Former Comms. Manager & a volunteer @iddkp",,0,0,0,61.7,,
canazzzz,aphroditey,Indonesia,"4,536",486,"06 Jul 2009 05:35:30","56,540","03 Jul 2021 10:05:25","♌ / 📧 tastelikecigs@gmail.com",,29.5,10.5,50,61,,
midiahn,TOYOTA,"K▲B▲H","157,938","1,694","21 Aug 2009 17:08:31","306,293","04 Jul 2021 12:30:04","DOCTO★HOLY★GHOST",http://facebook.com/koiltv,15.1,68.8,15.6,84.7,,
xcintakiehlx,"Cinta Laura Kiehl",,"3,654,820","1,424","21 Sep 2009 11:52:46","12,152","03 Jul 2021 13:58:12","Dreamer out to change the world• Instagram: claurakiehl • FB Page: Cinta Laura Kiehl • This account is managed by Cinta’s management.",http://www.cintalaurakiehl.co,12.5,78,10.5,89.9,,
SoundOfYogi,"Yogi Natasukma","Behind GM's Screen","42,399","4,274","01 Dec 2009 15:41:41","231,646","03 Jul 2021 14:17:45","#MusicianUnited initiator | Sound Engineer | Dungeon Master | Gamer | Dia/Mereka/Orang Itu/Demit/Si Bangke Check my liked tweets tab for music talks!",https://www.youtube.com/c/soundofyogi,21.5,25.5,49.5,74,,
AlissaWahid,"Alissa Wahid","...bersama yang lemah...","449,671","1,252","25 Jan 2010 19:03:08","98,942","03 Jul 2021 04:53:55","Psikolog Keluarga. Humanitarian. Penjahit GUSDUR-ian :: Look back in forgiveness, look forward in hope, look down in compassion, look up with gratitude. (ZZ)",http://kitabisa.com/bantuekonomiwarga,49.2,18.5,43.1,80.4,,
historia_id,Historia.id,"Jakarta Pusat Indonesia","292,009",726,"11 Apr 2010 18:03:44","88,201","04 Jul 2021 14:23:52","Masa lampau selalu aktual. Media sejarah populer pertama di Indonesia. Member of GVM Networks. Kontak: layanan@historia.id.",http://www.historia.id,51.5,48.5,0,80,,
PatubMbel,"김남준","Tengah rodo Pinggir","16,070",559,"09 Jul 2010 03:21:55","35,635","03 Jul 2021 09:40:45","@lettoband ▒▓ @mbelshow ▓▒ senarist, Genjrengis, no Falesist, lagi BeNgis & CrosSing.. ▓▒░F░O░R░Z░A░M░I░L░A░N░▒▓ (|||+) Selamat Berbuka..!",http://www.lettolink.com,14.5,0.5,86.5,70.3,,
ramydhia,"Ramy D Humam 👽",ooyagaa,"3,232","1,040","23 Sep 2010 12:25:46","93,336","03 Jul 2021 08:21:21","Yang follow karena tweet receh sorry ya karena sering tweet serius. Yang follow karena tweet serius sorry ya karena sering tweet receh.",http://www.ramydhumam.com,31.5,16.5,52.5,57.2,,
nadyaprmsw,"Nadya Prameswari","Yogyakarta, Indonesia","1,982",397,"10 Feb 2011 11:19:58","26,835","03 Jul 2021 11:39:18","Punya banyak kucing",http://instagram.com/nadyaaprameswari,0,0,0,42.8,,
dominicalunaa,"Dominica Luna",,"1,014",216,"04 May 2011 15:17:40","20,674","06 Jun 2021 07:23:31","mom of 1 bunny, 2 sugar gliders and 1 bettafish🐰🐿🐿🐠✨",,0,0,0,34.1,,
elsyandria,"Elsya Sandria","Bogor Indonesia","101,256",571,"27 Oct 2011 13:41:06","29,985","03 Jul 2021 13:59:10","Business Inquiries +6285215334251 (Dias)",https://instagram.com/elsyandria?igshid=18e110ptycdch,31.5,3.5,34,79,,
TretanMuslim,"PINGIN PINDAH KTP","Tretan Live Everywhere","827,120",666,"22 Mar 2012 16:23:13","45,360","03 Jul 2021 13:26:50","Lulusan D3 Keperawatan. DOTA 2 Player | CP : +62 812-8881-654",http://bit.ly/KontenInspiratif,61,34,0.5,82.5,,
AgamKupie,agamkupie,Singapore,932,679,"05 Aug 2012 04:32:09","19,840","03 Jul 2021 14:07:28","fakultas kopi, gayo specialty coffee, aeronautician, science addict, pokja kopi RI, Wincoffee roastery",,0,0,0,48.2,,
palmuseum,"The Palestinian Museum","Birzeit, Palestine","4,523",620,"20 Nov 2012 09:52:38","2,468","01 Jul 2021 15:23:43","The Palestinian Museum المتحف الفلسطيني",http://www.palmuseum.org,94.5,4.5,1.5,44.9,,
FiersaBesari,"Fiersa Besari",Indonesia,"8,717,627",664,"12 May 2013 12:00:56","33,221","03 Jul 2021 11:43:41","Menulis, bermusik, merekam, berkelana / Album “20:20” sudah bisa didengarkan di platform musik digital / 085282747109 Ubay - kerjasamafiersa@gmail.com",https://youtube.com/fiersabesari,26.5,0.5,52.5,96.1,,
mayhemnorway,"The True Mayhem","Oslo, Norway","9,955",1,"30 Dec 2013 22:30:09","1,528","07 May 2021 12:32:27","Official account for Norwegian Black Metal band Mayhem",https://www.facebook.com/mayhemofficial,95.5,1,5,42.5,,
acdc,AC/DC,,"431,394",27,"01 Oct 2014 15:08:02","1,205","01 Jul 2021 17:16:00","The official AC/DC Twitter.",https://acdc.lnk.to/PWRUPTW,71,28.5,0,76.9,,
sebeltweet,"hello, this is","Lord Howe Island📌","26,974",333,"02 Feb 2016 14:45:12","12,119","04 Jul 2021 04:51:29","BIO DISEWAKAN🦩| any other inquiries? DM’s",https://secreto.site/id/20423723,28.5,10,58,70.5,,
lilithkis,Aisy,"Inquiry: aisykaspol@gmail.com","66,441",445,"12 May 2017 07:53:01","24,002","03 Jul 2021 13:57:39","MD (tergantung mood)",http://instagram.com/aisykaspol,21,7.5,65.5,82.3,,
yourbae,"👑YB",Indonesia,"661,669",335,"29 Mar 2018 06:03:09","18,538","03 Jul 2021 13:55:57",YB/WG,https://www.instagram.com/ybrap,34.5,7.5,47,85.9,,
lalidalanurip,-----,Singapore,"34,896","2,358","18 Nov 2018 20:02:49","40,057","28 Jun 2021 06:09:12","Akun ini dijual",,18.6,4.5,65.8,54.8,,
azzamsyauqi_,"Azzam Syauqi","Sidoarjo, Indonesia","15,788",361,"03 Feb 2019 09:44:47","37,279","27 Jun 2021 11:50:55",,,22,2,71,46.6,,
AmanneRutma,"𝐒𝐚𝐝𝐠𝐢𝐫𝐥",Dirumahaja,"19,620",690,"09 Jun 2019 07:07:46","26,682","30 Jun 2021 23:12:03","Don't study me, you won't graduate || DM for Sponsor/Business Inquiries 📩",http://instagram.com/amanne_rutma,13.6,2.5,76.9,46.9,,
saydoji,Pocongek.,"Klaten, Jawa Tengah","27,472",487,"02 Nov 2019 08:20:01","32,051","03 Jul 2021 11:16:03","Nanti juga bakal terbiasa | 📩 DM",https://instagram.com/saydoji,0,0,97.5,67.9,,
_taibandeng,"Terlanjur sampah","ava fotonya @cingciricid","16,370",583,"27 Apr 2020 21:17:53","2,290","04 Jul 2021 15:18:54","akun ugal ugalan",,22,6,68,81.6,,
fajartujuhbelas,"hiboorans entertainment","Malesco, Piemonte","20,479","1,552","18 Oct 2020 06:48:03","15,187","03 Jul 2021 14:35:22","Harvard University | Stanford University | Cornell University | Oxford University itula nama² kampus bergengsi CP: https://secreto.site/id/20004572",http://saweria.co/fajar17,8,13.1,66.3,79.1,,
yoyen,"Lorraine Riva",Nederland,"25,115",368,"03 Feb 2009 09:22:15","75,863","03 Jul 2021 11:35:57","paintings - history - food - language",https://chezlorraine.wordpress.com,46.5,3.5,65,76.1,,
jflowrighthere,"Joshua Matulessy","Youtube : JFlow Official","235,305",963,"24 Apr 2009 07:03:16","83,650","03 Jul 2021 14:01:33","Songwriter/Producer/Recording Artist | Business: contact@jflowrighthere.com | Follow me on https://t.co/JmQWufBHDk",http://jflowrighthere.com,35,3.5,41,61.8,,
ssseruni,"Seruni Puti",Indonesia,"3,527",785,"08 Jun 2009 10:02:31","56,936","27 Jun 2021 12:38:06","penulis RUANG TUNGGU - sedang menulis : buku kedua - Jangan tenggelam dalam tulisanku aku takkan menolong | @ssseruni ✉️ contact.seruniputi@gmail.com",https://www.youtube.com/watch?v=zYbf2k3XSaQ,28.6,3,46.7,50.9,,
Moksss,"Moksa Hutasoit",,"1,559",754,"21 Jul 2009 05:51:28","10,678","02 Jul 2021 14:55:27","Manusia yang terus berusaha untuk menyenangkan hati-Mu Tuhan | @voidotid @eradotid | Twit sifatnya pribadi https://t.co/1YiREZ8OQs",,0,0,0,50,,
AnitaWahid,"Anita Wahid","ÜT: -6.295019,106.855864","52,021",772,"30 Aug 2009 17:03:55","15,090","07 Jun 2021 12:21:10","Believes in the kindness of human beings. Passionate about learning. Always a beginner. TRE practitioner. Huge fan of Queen.",,64,8.1,28.9,63.4,,
VinoGBastian__,"Vino G.Bastian","🇮🇩","1,964,965",778,"07 Oct 2009 07:44:57","57,920","03 Jul 2021 07:21:40",Actor,,21.5,26.5,54,70.4,,
kirschedelight,marshanette,,"2,616",500,"15 Dec 2009 02:05:19","52,900","02 Jul 2021 10:28:41","lack toes in toddler ants",,11.5,8.5,55.5,57,,
tirta_hudhi,"TIRTA cipeng","Jakarta Capital Region","384,885",907,"23 Feb 2010 04:02:12","44,099","03 Jul 2021 12:50:08","@shoesandcare . berkata tentang : umkm dan kesehatan . like BUKAN berarti setuju",http://www.tiktok.com/@tirtacipeng,41.5,21,20.5,84.2,,
ditamoechtar_,"Dita Moechtar",,"23,066",666,"14 May 2010 04:54:09","68,880","04 Jul 2021 05:41:55","• Ketua umum Partai Gimana Teteh (PGT) • #KTBFFH •⟬⟭ ⟭⟬ ⁷ • 💜 •",http://ditamoechtar26.wordpress.com,9.5,2,81,74.8,,
prima_sulistya,"Prima Sulistya","D.I. Yogyakarta, Indonesia","5,148","1,198","14 Aug 2010 19:11:25","9,013","03 Jul 2021 02:24:35","Harta, takhta, Alexa | Redpel di @mojokdotco | Kadang nulis di sana dan ngedit di sini | IG: @mima_catshop",http://mojok.co,32,15.2,52.8,64.4,,
orang_bunian,"Ivan Samosir","Siborong-Borong, Indonesia","3,255",646,"09 Nov 2010 12:42:57","37,155","25 Apr 2021 02:46:35","Akun sok lucunya @tsubasa_umami dan anego",http://cakapberak.wordpress.com,17,1,61,45.2,,
unmagnetism__,unmag,Pyongyang,"16,579",500,"17 Mar 2011 10:43:55","5,881","03 Jul 2021 05:00:19","I read you like a magazine hehehe",,6.5,1.5,79.4,65.9,,
IwanTanda,"Iwan Tanda","Jakarta - Indonesia","1,357",446,"12 Jun 2011 12:45:50","30,634","04 Jul 2021 14:17:02","@therainband's downstroker | #JabatErat",http://www.therain-band.com,0,0,0,54.1,,
SuaraPapua,"Suara Papua","Papouasie, Indonésie","34,357",68,"17 Dec 2011 01:30:27","13,274","03 Jul 2021 06:54:42","Akun resmi https://t.co/wgYMJXOfIP - Situs berita dan Informasi seputar tanah Papua. FB: Suara Papua, IG: suarapapuadotcom",https://suarapapua.com,99.5,0.5,0,61.6,,
wtfarisu__,-,"Kuningan, Indonesia","1,218",470,"19 Apr 2012 04:59:56","54,325","01 Jan 1970 00:00:00","haters gonna hate. hahaha. her life, her choices. percuma diomongin juga its not gonna change anything",http://ask.fm/faniapriyani,0,0,0,46.8,,
tahilalats,MINDBLOWON®,,"789,909",40,"14 Sep 2012 14:37:20","3,231","03 Jul 2021 10:14:44","Enjoy our daily comics. visit https://t.co/CA1fKjNQfA for a daily fresh comic (tab likes for comics archive) you can follow @tahilalatsEN for english version",http://tahilalats.com,93.5,6.5,0,78.9,,
grutarmy,Grut,grutarmy@gmail.com,"7,631",530,"08 Jan 2013 11:19:25","31,956","19 Mar 2021 17:56:11","p wr wb",,2.5,1,93,49.3,,
devilsocket,"Yogo Anumerta",+42777,"3,892",326,"29 Jun 2013 08:00:23","61,788","03 Jul 2021 12:31:28","ah, kerenan elo lah",https://anumerta.medium.com/,24,9,50,46.8,,
daffa_fais,"Daffa Fais","Cinere, Depok","44,682",674,"24 Mar 2014 14:15:46","44,398","03 Jul 2021 14:59:06","Twitter Author || @podcastorlanas || @AsikKlasikStore || Terimakasih sudah berjuang || 📩 daffafais9@gmail.com || Podcast Available on Youtube & Spotify👇🏻",https://linktr.ee/daffafais,21.5,0.5,66,77.8,,
HistAstro,"History of Astronomy","All tweets/views/opinions mine","27,333","1,204","09 Mar 2015 20:13:38","11,697","02 Jul 2021 19:22:46","Multidisciplinary and multicultural history of astronomy #histastro by @VoulaSaridakis, Ph.D. Curator, Museum of Science and Industry, Chicago @msichicago.",https://www.msichicago.org/press/media-requests/meet-our-experts/dr-voula-saridakis/,89.5,5.5,5,66,,
ineverstrayed,ars,,"1,769",484,"17 Sep 2016 05:10:39","29,421","03 Jul 2021 16:48:24",bosen,,0,0,0,60.9,,
arbismash,#BersamaLawanCorona,"Kudus, Indonesia","4,462",632,"08 Sep 2017 07:53:45","1,577","03 Jul 2021 03:55:53","Juara All England 1993 dan 1994 | Juara Dunia Bulutangkis 1995 | Juara Piala Thomas 1994, 1996, 1998, dan 2000.",,13.5,59.5,27.5,50.6,,
chiashit,"Chia 💅","Jakarta Pusat, DKI Jakarta","16,833",823,"27 Jul 2018 08:23:38","77,301","04 Jul 2021 08:50:01","Social Media Enthusiast | Hotel Reviewer 2019-2020 | #chistory on June | 20 not 21 | vachiation@gmail.com",https://linktr.ee/chiashit,19.7,37.4,40.4,48,,
nksthi,"Nanti Kita Sambat Tentang Hari Ini",,"1,217,395",165,"05 Dec 2018 19:51:10","37,965","03 Jul 2021 14:03:08","1% Manusia, 99% Sambat | #nantikitasambattentanghariini #nksthi | Untuk kerjasambat dan informasi lainnya, tap link di bawah.",https://linktr.ee/nksthi,20.7,26.3,46,85.9,,
notyourxxsenpai,"•",,"6,582",781,"30 Mar 2019 13:00:04","23,966","26 Feb 2021 19:13:33",,,4,10.6,85.4,51.3,,
